alcohol_category,ses_z,parent_age,parenting_score,child_risk_cont,child_adverse
None,-0.8807540896027302,38.4,75.12592004887794,0.1273203646643819,1
Moderate,1.798725018351312,30.1,59.835573119433455,0.11127573221387602,0
Moderate,-0.7352010347632466,38.4,71.52765888166647,0.08199018925922932,0
Moderate,1.6562082520572956,41.0,55.979500696743806,0.20678872695522643,0
Moderate,-0.2430611988808665,42.3,73.85133336628272,0.13129333036112187,0
None,0.0022879361435040493,47.1,77.02414868388774,0.10555622521321652,0
None,1.0703651602299298,36.5,92.74626114733076,0.06484751197747474,0
Heavy,1.2718924219386565,36.6,51.551596854028176,0.14505729120290684,0
Heavy,-0.1108125602790875,25.9,63.453962976493955,0.32069061301814683,0
Moderate,-0.3882430535215389,31.8,71.46216088065664,0.0927906162545401,0
None,-0.05592044852221312,33.8,77.85256608571217,0.06465281268616903,0
None,0.3379575282321183,41.3,68.30709854806922,0.12206669399138104,0
Moderate,0.8913036868697555,31.3,50.199802324375234,0.20811137802806798,1
Heavy,0.004229858994151577,39.8,75.65368285520496,0.16149116199905372,0
Heavy,0.6188862980231536,35.0,67.97352266631411,0.1264266578065821,0
Moderate,1.638359732270941,33.9,66.81653998445768,0.10019772791240106,0
Moderate,0.38130961226478466,36.5,76.810907847205,0.0980941168631615,0
None,0.3116528560047783,32.7,83.29417415339174,0.08575491991041814,0
None,-1.5189108250900678,32.4,61.95794383934196,0.10519101362761495,1
Heavy,-2.6307301368290634,24.8,42.19212565718838,0.6086764547263075,1
Moderate,0.38837572923016833,33.5,61.71167424377553,0.21235179245177363,0
None,-0.09482423128087224,32.1,99.56103918753116,0.04942607888857187,1
None,-0.514782674914742,31.9,76.75198256305097,0.06934397553380289,0
Moderate,0.24353020418634463,37.5,74.84430133871311,0.07839892066757963,0
None,-0.06040372919690829,39.0,73.2762774621252,0.15432260749864413,0
None,1.1277802506338985,36.4,72.069214572489,0.10479517852801126,0
Moderate,0.0861108682589779,41.0,82.22860220940346,0.053924328691488096,0
Moderate,-0.7469232850701676,38.5,70.14572519115603,0.16268381130446188,0
Moderate,0.990166238959289,33.2,79.37401182387691,0.057396446169984974,0
None,-0.21713107494620248,32.2,77.29497225479099,0.07339641571813192,0
Moderate,0.5265366836723071,36.9,87.23260137623309,0.13205265971373265,0
None,-0.47741070619280046,38.4,79.9016731047202,0.07715147116066068,0
None,-0.6498268854974364,43.4,81.51407872210062,0.13817413909736706,0
Moderate,0.08416823018569615,42.1,62.695971351813505,0.1753991765357542,1
Moderate,0.01282864354368512,31.8,80.1224012957837,0.11458392479594665,0
Moderate,0.479827035366833,34.4,70.77980869709853,0.07343652874448439,0
Moderate,-0.26864575330974255,39.0,73.36353524595017,0.10224210082317481,0
Moderate,-1.8363597837703973,41.4,82.63988617977097,0.06642977146667625,0
None,-0.43277388358838864,40.6,57.02330299324929,0.12426770018178371,1
None,0.7938184671438157,34.6,83.0531928664381,0.10083216195646838,0
None,-0.29737607924310644,27.5,77.928006278592,0.09936641465331583,0
None,-0.24638340251454802,29.0,76.35840649207559,0.07400541637068683,0
Heavy,0.9863765059059371,36.6,63.289700424087485,0.1600489326770071,1
None,-0.7119732272589228,37.1,95.05203006513248,0.02926271451659205,0
Heavy,-1.5428032182428997,28.4,47.997045315111706,0.16707955457523646,0
Moderate,-0.16063111952549436,35.3,86.71318469419822,0.10661874490499375,0
Moderate,-0.484173951248737,38.8,79.71721863219486,0.1299908393157927,0
Moderate,-0.966246319753254,28.1,91.35613378605979,0.06399832073026576,0
Moderate,-0.17537845589869072,41.6,52.776370816853806,0.19750543191937925,0
Moderate,0.49150564724678364,32.7,62.47798744968617,0.13735781388206375,0
None,-0.009288561567815747,42.5,91.8472589169355,0.11270048308457938,1
Moderate,0.30698107268623775,31.8,57.45544749410009,0.17995220892662656,0
None,1.813407698515423,28.8,67.31955009076573,0.12613482637463336,1
None,-0.3428788615575641,32.3,72.59855912516966,0.1079238847621436,1
Moderate,0.2783486346446696,34.4,73.50441860410668,0.16617211449278518,1
None,-0.5092133625991345,32.7,85.2807248039881,0.05091112767496703,0
Heavy,-0.8463597198869729,33.7,65.66978816773116,0.3095111123930735,0
Heavy,-0.5849076534177698,37.0,61.859881179233994,0.14555609320564533,0
Heavy,-0.47875857152168855,34.0,65.1404537738604,0.2785395424582246,1
None,0.35947579754712555,34.6,83.17848354151195,0.08728809511295504,1
None,2.3490757867007575,24.7,83.11401641331202,0.11370026340075542,0
Heavy,-0.7160434362758403,37.4,66.29188169847006,0.10789689115200506,0
Moderate,-0.4166253056154625,34.5,50.07129426237624,0.277978724090872,0
Heavy,-0.06312301311124825,44.7,61.633547945359695,0.16029970677171065,1
Heavy,0.3957988487097471,29.4,82.35267019288885,0.20596353120867306,0
Heavy,0.26355081195478497,24.2,72.79042553773353,0.24441674971412444,0
None,1.2840957939481172,38.7,72.95157858787603,0.1162683950260062,0
None,-2.4263920705352082,37.1,82.54399015600191,0.0801909924392421,0
Heavy,-2.3869298701956727,28.9,46.017136340886076,0.14635939840791748,0
None,-0.4958781720101493,25.8,74.2867300752072,0.10605130681864597,0
None,1.0973001875437087,44.2,81.26930902533917,0.0785205298050253,0
Moderate,-1.5656480316055963,43.5,71.64600065844607,0.12485283317856524,0
Heavy,-3.007632339693757,20.1,61.438482941287425,0.1007762826609579,0
Moderate,0.5711794062192087,32.3,73.43770210573905,0.2759762558106165,0
Moderate,0.24365722370271442,45.0,57.081392840035335,0.12322619580318367,0
None,-1.0902084067994298,32.1,76.25850012309742,0.06803706532733061,0
Moderate,-0.9855396007209299,32.1,55.60572925736671,0.16924653670050221,1
Heavy,-0.9697437196346744,33.3,65.06424608822388,0.27235262997385706,0
None,0.11053531747394013,28.3,89.48597586108636,0.11011048335031226,0
Moderate,-0.626315276183007,24.8,66.88022285482593,0.08961205910693648,0
Heavy,0.49406391897551966,41.3,54.462131827867154,0.4344735472319974,0
Moderate,-2.854626662904391,23.9,63.89498303300114,0.12443927653668828,0
Moderate,-0.8568518651277993,36.5,60.827391813857574,0.17076805118194605,0
Moderate,-1.1260539609110503,40.3,78.92297605899941,0.08698703595643201,0
None,-0.2563406783724922,26.3,73.5336720935057,0.14483929090531628,0
None,-0.5380477584901385,29.5,92.06273581626628,0.04946670451239485,0
Moderate,0.7978437798957666,42.3,80.8536692096083,0.09503146334066144,1
Moderate,-1.8593367716600575,38.2,68.02089640735703,0.20081513303271606,0
Heavy,0.045491476330752,31.3,73.83834402431813,0.35273014223665133,1
Heavy,0.5583364232117055,42.2,60.9892928867287,0.30431183647521953,1
Moderate,1.8566474365619547,42.2,82.30795275355767,0.10609026956663051,1
Moderate,-0.4817659710934752,36.6,60.554444301757734,0.15096600026080187,0
Moderate,0.32445860435251705,29.6,82.66657821451376,0.18394156995270175,1
Moderate,-1.803862792562365,32.5,84.86057159683564,0.17189384122698514,1
Moderate,-2.391956204313024,36.7,76.82731845928362,0.07114983605910524,0
Moderate,0.8447743757816999,33.9,83.43755288133282,0.04990590385941916,0
Heavy,-0.005560293648070566,40.6,75.87125175293626,0.084678917094113,0
None,1.1785126897984228,25.8,85.47411104161162,0.13688434744149447,0
None,-1.3734028889697492,26.0,58.682669878461844,0.11864763521122726,0
None,0.5199021395287525,36.1,93.94710633976277,0.043201790413721505,0
Moderate,1.8688178405438531,32.1,93.23179342200206,0.05797104379914381,0
None,0.4197056083572659,31.2,70.21930998290432,0.18177454913228375,0
Moderate,0.27658150559104877,24.4,70.99769378286014,0.21687868471666827,0
Moderate,0.008556080824349832,35.1,76.44814741675034,0.10988587591866199,0
None,-1.5708814571259122,34.7,72.87278941324483,0.12408635997793593,0
Moderate,1.355572935710348,38.9,71.07435320178557,0.15367576408578337,0
None,-0.6108576398050658,35.4,58.881331470234436,0.11379355488545323,0
None,0.5044832563830169,34.2,82.15141544783414,0.09686725296084307,0
Moderate,-1.5630343065712535,42.1,74.84787619028718,0.09988129638079057,0
None,-1.1794596645077804,27.1,84.04644038844222,0.11877489946680606,0
None,1.4350873992222355,38.2,79.36343382828741,0.0792718574713609,0
Moderate,-0.34730228895784293,25.0,71.21675355415472,0.1372002773282875,1
Moderate,1.4532754760425446,30.0,93.36544009157161,0.07405439694195771,0
None,-0.07823065905851781,27.7,76.57012105892356,0.09478375451478041,0
Moderate,-1.8418977729578574,39.7,66.25192089740654,0.17608372306434456,1
None,0.8920675997317206,34.6,77.05815437168245,0.08361981451170841,0
None,-0.5898923177556078,34.9,52.094299057461484,0.1794613011224243,0
Moderate,0.6986888135170435,28.4,73.33241127765106,0.15843919097158635,0
Moderate,0.025210867540082116,33.2,79.85415589577555,0.1599376679420753,0
Moderate,-1.5431182279428703,30.4,71.53235161531163,0.13088449609961494,0
Moderate,0.16429476537056906,37.3,84.88312213793836,0.11103343565545122,1
Heavy,2.196223142152799,29.1,68.84464686512966,0.2754465604149283,1
Moderate,0.4929864585144592,43.0,74.94189332873022,0.07863172076536204,0
None,-0.05751775300546313,24.9,89.21330307109248,0.046423818022245725,0
Moderate,1.0753434019568977,30.2,97.92176413725225,0.028806270619230436,0
None,0.2106684652031108,45.1,73.19907069822311,0.11406937236818836,0
Moderate,0.20953423026279433,32.4,60.43520783690034,0.1296388926383345,0
None,-1.0916251721591026,27.1,80.46163417436516,0.06444659121969731,0
None,0.23384802578959837,36.3,100.0,0.04394829571347047,0
Heavy,1.0354434164169448,32.1,61.19163289013919,0.14258853485808415,1
Moderate,-0.8360621521000247,30.0,78.39003929210995,0.06747928299537491,0
Moderate,1.4244958212469476,28.4,85.52278708518804,0.07230574572848275,0
Moderate,-0.09170602414512598,51.6,83.48501884815627,0.08512712548139434,1
None,-0.8877695115385407,33.5,72.91439596054356,0.10988551483312976,0
None,0.9976320769202445,23.4,66.59335657328991,0.08254077876008155,0
None,-0.2867942357382693,44.0,73.027732308999,0.10727848711106466,0
Moderate,0.7595148874861078,38.7,77.20685278375178,0.05892257573519435,0
Moderate,-0.29175863225853715,30.4,78.72197484352819,0.1667744914744662,0
Moderate,-0.059826143529903696,29.4,73.60336711623923,0.10437195864787732,0
None,0.4935602043342916,39.0,75.74212813690583,0.07418474172225142,0
Heavy,0.2908970575900059,33.5,70.1763700338752,0.3298109378217226,0
Moderate,-1.9955317804517385,23.4,73.20740412908943,0.07847212845278667,0
Moderate,-1.1212437400943918,45.7,72.16726519255646,0.1350460655945408,0
Moderate,0.9294099847908155,32.4,65.65995580259457,0.22486452434639886,0
Moderate,-0.13213658890154725,44.0,65.91285756537094,0.13166949821542898,0
None,-0.5237313027714218,42.7,88.30867903860101,0.04665693271744818,0
None,-1.3585740152574743,29.0,61.055412314559135,0.09689515645216887,0
Moderate,-1.0797363212758484,41.2,53.19926536439305,0.16739591232063294,0
None,-2.0217986399619474,31.1,87.21361559797936,0.06748847131920724,0
None,-0.10128071870153288,23.8,73.63049876242543,0.058212726837015574,0
None,-0.5984375805810469,32.5,84.47642601395451,0.0765574813322258,0
None,-0.9665878909853152,37.4,59.707949402629126,0.13217492479852544,0
Heavy,-0.0681234251679531,32.2,69.89247355232318,0.14539652080195542,1
Moderate,0.3639706308527381,33.2,75.94940356925545,0.16082221245392953,1
Moderate,2.0931979322099448,41.9,64.47780962594638,0.07518570501350716,0
None,-1.5118834195632136,35.6,89.37892870546935,0.07268680056708723,0
Moderate,1.159381043300522,29.9,78.62443868331638,0.14618931799734153,0
Moderate,0.973101561015072,39.2,69.0498823026138,0.1833964717388506,0
None,-0.7790927393767005,36.2,68.67909448311808,0.10701866172565751,0
Moderate,0.20323595458603103,19.9,53.292083858788494,0.14041808410970502,0
None,-0.45763324933761523,37.6,79.62788697378781,0.0850043408299778,0
Moderate,0.18568858041873892,37.4,77.6579029552828,0.07293473848415791,0
Moderate,1.5091310134045506,35.1,75.56781369696384,0.09113187794432633,0
None,0.605606232631313,40.4,90.77008850329746,0.045111043286149545,0
None,0.508608373233442,31.0,54.60074271120029,0.1471269015191893,0
Moderate,-0.4303093199546424,37.0,65.55562168744635,0.08111232737854208,1
Moderate,-1.4840566649243352,25.6,60.205242480349376,0.16578771532472847,0
Heavy,-0.2084682105404079,37.4,62.299190586482254,0.126029421035791,1
Moderate,1.2066081548639151,46.7,72.82494264666084,0.19468539412960537,0
None,-1.5271678565896476,29.0,72.27144179373659,0.10947018679282353,0
None,-1.055089368176695,30.4,70.80950217252055,0.06653576766865321,0
Moderate,0.12626773623406817,30.7,62.410074167723025,0.15793459024295173,0
None,-0.9846547848472624,35.8,91.61483890913271,0.10912243435979081,0
Moderate,-0.7925234471152126,28.6,92.51861189060095,0.09479926644725038,0
Heavy,-0.4235985817281771,37.5,69.83340147684193,0.13776040600090939,0
Moderate,-1.3656174041901494,40.1,64.70415604912331,0.14527519201898517,1
None,-0.9741218462163683,38.2,88.69677894362783,0.10710691373170189,0
Moderate,0.7034279167873088,24.4,58.29941953013213,0.2801068177670692,1
Moderate,-1.307369782230964,41.0,68.59475382188438,0.17833655458702624,0
Moderate,-1.5978721344948377,40.6,63.020728663259526,0.19098589684764347,0
Heavy,-0.6300249795338944,40.0,52.860347100219144,0.2593560081050545,1
None,0.7319555025098458,37.2,76.79226490448083,0.0642731982554784,0
Heavy,-0.19692180799688955,36.3,60.2440440554865,0.25719589741900545,0
Heavy,-0.46458107811561833,41.2,60.44014893179867,0.1708554439311583,0
None,0.04435879751560705,46.5,72.20933694970644,0.14582852899839627,0
None,-1.745707432859652,29.3,62.95448572262451,0.09775908497643077,0
None,0.49470565377503245,41.5,67.77700394868071,0.11257286934891154,0
None,0.38343503140364416,34.5,73.27013480706272,0.1477822952636397,1
None,-0.40930847409572124,34.2,84.08019302873635,0.07534352014907739,0
Moderate,1.0059245117964166,25.8,72.46330012809396,0.20112452456157753,0
None,-1.1274960989530387,33.3,79.38966028511621,0.1043578665680282,0
None,1.127908993253569,29.0,86.49332109344117,0.16949769408036564,0
Moderate,0.15449366559525113,32.2,78.44596350981817,0.09730303054641029,1
None,-0.3365525898781734,28.4,89.23430342580234,0.0339325101481728,0
Moderate,-0.01987363536831157,32.3,64.22904834650355,0.09915183189969948,1
None,-0.10726476581094174,32.6,69.68391358875358,0.07353791548709734,0
None,1.220282896417717,35.6,100.0,0.03670266156281695,0
Moderate,-1.0766791274710135,25.3,65.93003172755,0.13827635442581698,0
Moderate,-0.7625192391465982,26.3,48.317569236187005,0.2129665417871634,0
Heavy,1.0363028920724797,37.2,62.11871680692884,0.251409227298088,0
Moderate,-0.5955349351838592,30.2,73.7107801399061,0.12023254764375067,0
Moderate,0.9005330773315916,41.4,45.702338473932365,0.349109351570125,1
